Year,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,ICD10 Code_fat,ICD10 Diagnosis_fat,Diagnosis Type_fat,Metric_fat,Sex_fat,Value_fat,Method,Sex_smk,16 and Over,16-24,25-34,35-49,50-59,60 and Over
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,100,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,900,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,900,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,900,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,All codes,All deaths,All deaths,Number of observed deaths,Female,247455,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,All codes,All deaths,All deaths,Number of observed deaths,Female,247455,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,All codes,All deaths,All deaths,Number of observed deaths,Female,247455,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,145608,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,145608,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,145608,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-D48,All cancers,All cancers,Number of observed deaths,Female,61022,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-D48,All cancers,All cancers,Number of observed deaths,Female,61022,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-D48,All cancers,All cancers,Number of observed deaths,Female,61022,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,35156,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,35156,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,35156,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,92526,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,92526,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,92526,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12626,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12626,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12626,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,10664,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,10664,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,10664,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,555,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,555,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,555,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,127,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,127,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,127,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2066,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2066,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2066,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,845,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,845,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,845,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1374,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1374,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1374,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1130,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1130,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1130,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1785,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1785,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1785,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3039,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3039,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3039,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,5482,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,5482,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,5482,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,956,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,956,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,956,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,597,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,597,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,597,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,9387,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,9387,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,9387,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,17552,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,17552,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,17552,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,14171,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,14171,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,14171,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,38239,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,38239,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,38239,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1660,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1660,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1660,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,30545,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,30545,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,30545,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,3170,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,3170,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,3170,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,489,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,489,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,489,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1775,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1775,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1775,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,All codes,All deaths,All deaths,Attributable number,Female,34800,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,All codes,All deaths,All deaths,Attributable number,Female,34800,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,All codes,All deaths,All deaths,Attributable number,Female,34800,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-D48,All cancers,All cancers,Attributable number,Female,13100,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-D48,All cancers,All cancers,Attributable number,Female,13100,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-D48,All cancers,All cancers,Attributable number,Female,13100,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,10600,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,10600,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,10600,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,10200,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,10200,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,10200,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,900,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,900,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,900,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,8200,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,8200,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,8200,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
